name,artists_names,popularity,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artists_popularities,artists_genres,artists_followers,predicted_mood
2055,Sleepy Hallow,80,2021-06-02,0.829,0.512,6.0,-5.865,0.0,0.187,0.492,0.0,0.12,0.638,80.511,123987,4,77,brooklyn drill,1316451,calm
RAPSTAR,Polo G,80,2021-06-11,0.789,0.536,6.0,-6.862,1.0,0.242,0.41,0.0,0.129,0.437,81.039,165926,4,84,chicago rap,9325312,calm
JACKIE BROWN,Brent Faiyaz,80,2022-07-08,0.726,0.353,10.0,-10.273,1.0,0.105,0.65,0.002,0.224,0.503,137.66,169014,4,83,dmv rap,3600997,calm
RON COLA,Rauw Alejandro,80,2023-01-24,0.739,0.682,9.0,-5.121,0.0,0.0972,0.417,3.95e-05,0.105,0.476,94.048,186723,4,91,puerto rican pop,16261027,energetic
Notion,The Rare Occasions,80,2021-12-02,0.309,0.883,9.0,-3.825,1.0,0.0808,0.0673,0.00111,0.0849,0.312,159.488,195121,4,67,la indie,218863,energetic
Mercy,Shawn Mendes,80,2017-04-20,0.555,0.662,11.0,-4.952,0.0,0.0827,0.125,0.0,0.111,0.356,148.128,208733,4,85,canadian pop,41229702,sad
The Kids Aren't Alright,The Offspring,80,1998-11-16,0.523,0.943,1.0,-4.203,1.0,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,180160,4,77,alternative metal,4962210,happy
FEARLESS,LE SSERAFIM,80,2022-05-02,0.863,0.62,7.0,-7.167,1.0,0.135,0.0508,0.00324,0.129,0.432,103.971,168437,4,76,,1838888,calm
Un Ratito,Bad Bunny,80,2022-05-06,0.787,0.546,0.0,-7.094,0.0,0.0532,0.305,4.55e-05,0.122,0.222,93.05,176936,4,98,reggaeton,67091189,sad
Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,80,2012-10-09,0.641,0.922,2.0,-4.457,1.0,0.0786,0.0291,0.0,0.0862,0.847,146.078,258343,4,75,dance pop,2612620,happy
505,Arctic Monkeys,80,2007-04-24,0.52,0.852,0.0,-5.866,1.0,0.0543,0.00237,5.79e-05,0.0733,0.234,140.267,253587,4,88,garage rock,19236004,energetic
Scar Tissue,Red Hot Chili Peppers,80,1999-06-08,0.595,0.717,0.0,-4.803,1.0,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907,4,84,alternative rock,19440818,calm
Toma Tapa,Mc Jacaré,80,2022-10-28,0.921,0.55,3.0,-4.736,0.0,0.369,0.196,1.41e-05,0.0947,0.848,129.847,122995,4,70,arrochadeira,254667,calm
Hypnotize - 2014 Remaster,The Notorious B.I.G.,80,1997-03-04,0.901,0.697,9.0,-3.439,1.0,0.28,0.145,0.0,0.287,0.67,93.941,229827,4,80,east coast hip hop,8721925,calm
Baby,Justin Bieber,80,2010-01-01,0.728,0.859,5.0,-5.237,0.0,0.137,0.0401,0.0,0.111,0.535,65.043,214240,4,91,canadian pop,71019605,energetic
Big Poppa - 2005 Remaster,The Notorious B.I.G.,80,1994-09-13,0.78,0.575,9.0,-7.247,0.0,0.273,0.43,0.0,0.143,0.773,84.492,252747,4,80,east coast hip hop,8721925,calm
2002,Anne-Marie,80,2018-04-27,0.697,0.683,1.0,-2.881,0.0,0.117,0.0372,0.0,0.137,0.603,96.133,186987,4,78,dance pop,10716185,calm
I Feel It Coming,The Weeknd,80,2016-11-25,0.773,0.819,0.0,-5.946,0.0,0.118,0.428,0.0,0.0679,0.585,92.987,269187,4,98,canadian contemporary r&b,62165751,energetic
Summer,Calvin Harris,80,2014-10-31,0.596,0.856,4.0,-3.556,0.0,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,4,87,dance pop,23290302,happy
Toxicity,System Of A Down,80,2001-09-04,0.413,0.873,8.0,-4.151,1.0,0.0536,0.000264,0.00249,0.204,0.48,116.68,218933,3,80,alternative metal,9020444,energetic
Low (feat. T-Pain),Flo Rida,80,2008-03-17,0.918,0.609,10.0,-5.64,0.0,0.0791,0.0928,0.0,0.139,0.304,128.008,231400,4,80,dance pop,8819304,sad
VIBE (feat. Jimin of BTS),TAEYANG,80,2023-01-13,0.787,0.677,0.0,-5.304,1.0,0.0435,0.0676,0.0,0.262,0.598,100.035,175776,4,71,korean r&b,982423,sad
The Business,Tiësto,80,2020-09-16,0.798,0.62,8.0,-7.079,0.0,0.232,0.414,0.0192,0.112,0.235,120.031,164000,4,86,big room,6816046,calm
love nwantiti (ah ah ah),CKay,80,2019-08-30,0.727,0.739,8.0,-3.805,1.0,0.0411,0.365,0.00137,0.161,0.533,93.005,145800,4,72,afro r&b,1246675,calm
LOVE DIVE,IVE,80,2022-04-05,0.703,0.709,1.0,-4.169,0.0,0.0433,0.00379,5.43e-05,0.333,0.538,117.941,177187,4,74,k-pop girl group,1882556,calm
Work Out,J. Cole,80,2011-09-27,0.831,0.427,2.0,-6.903,1.0,0.106,0.0531,0.0,0.307,0.216,93.004,235320,4,88,conscious hip hop,19697795,calm
Deep Down (feat. Never Dull),Alok,80,2022-06-17,0.687,0.818,0.0,-4.221,1.0,0.0778,0.0112,0.0,0.248,0.886,125.952,165753,4,80,electro house,12089932,happy
Just Give Me a Reason (feat. Nate Ruess),P!nk,80,2012-09-18,0.778,0.547,2.0,-7.273,1.0,0.0489,0.346,0.000302,0.132,0.441,95.002,242733,4,84,dance pop,14869484,sad
Ya No Somos Ni Seremos,Christian Nodal,80,2022-02-18,0.588,0.452,7.0,-4.75,1.0,0.0268,0.437,0.0,0.344,0.734,139.953,185723,4,83,mariachi,13140360,happy
HONEST,Baby Keem,80,2019-07-19,0.676,0.536,2.0,-8.79,1.0,0.0432,0.403,3.37e-05,0.105,0.373,79.037,172672,4,80,hip hop,1404187,sad
Natural,Imagine Dragons,80,2018-11-09,0.704,0.611,2.0,-6.112,1.0,0.0409,0.217,0.0,0.0812,0.22,100.0,189467,4,89,modern rock,46793110,sad
Daku,Chani Nattan,80,2021-01-16,0.847,0.558,8.0,-5.855,0.0,0.0663,0.325,0.0,0.135,0.495,98.062,131078,4,65,desi hip hop,74854,sad
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,80,2011-11-11,0.646,0.795,9.0,-3.293,1.0,0.0976,0.0319,0.0,0.267,0.796,89.99,210960,4,70,dance pop,1440538,energetic
Pasilyo,SunKissed Lola,80,2022-10-28,0.71,0.61,2.0,-4.674,1.0,0.0351,0.415,2.67e-05,0.181,0.404,120.032,270250,3,66,pinoy indie rock,122820,sad
Bam Bam (feat. Ed Sheeran),Camila Cabello,80,2022-03-04,0.756,0.697,8.0,-6.377,1.0,0.0401,0.182,0.0,0.333,0.956,94.996,206071,4,82,dance pop,29850482,happy
Stitches,Shawn Mendes,80,2015-04-14,0.746,0.754,1.0,-6.684,1.0,0.0676,0.0152,0.0,0.0486,0.746,149.882,206880,4,85,canadian pop,41229702,happy
Kau Rumahku,raissa anggiani,80,2022-01-10,0.35,0.323,1.0,-8.982,1.0,0.0369,0.873,1.48e-06,0.103,0.278,169.513,275250,3,68,indonesian lo-fi pop,302702,sad
Silence,Marshmello,80,2017-08-11,0.52,0.761,4.0,-3.093,1.0,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,4,85,brostep,34984450,energetic
Die 4 Me,Halsey,80,2023-02-24,0.694,0.743,7.0,-4.267,0.0,0.0833,0.355,0.0,0.275,0.554,145.048,215021,4,84,dance pop,19839462,energetic
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,80,1979,0.749,0.491,10.0,-9.655,1.0,0.0403,0.02,0.00899,0.159,0.536,119.528,292613,4,81,europop,9950745,sad
Stargirl Interlude,The Weeknd,80,2016-11-25,0.638,0.474,5.0,-12.7,0.0,0.124,0.351,0.191,0.105,0.441,179.771,111640,4,98,canadian contemporary r&b,62165751,calm
Hit 'Em Up - Single Version,2Pac,80,1998-01-01,0.916,0.844,7.0,-3.967,1.0,0.236,0.0394,0.0,0.0778,0.586,95.19,312627,4,81,g funk,14935055,energetic
Kings & Queens,Ava Max,80,2020-09-18,0.637,0.69,1.0,-4.057,0.0,0.0405,0.00786,0.0,0.124,0.457,129.857,162399,4,82,dance pop,5854599,sad
Hell N Back,Bakar,80,2019-08-15,0.584,0.684,10.0,-4.314,0.0,0.567,0.312,9.05e-05,0.112,0.72,210.164,213573,4,70,uk alternative hip hop,358902,energetic
The Reason,Hoobastank,80,2003-12-09,0.472,0.671,4.0,-4.649,1.0,0.029,0.0129,0.0,0.159,0.0681,82.952,232800,4,67,alternative metal,2307253,sad
Don't Stop The Music,Rihanna,80,2008-06-02,0.835,0.669,6.0,-5.582,0.0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,267080,4,92,barbadian pop,54178114,sad
Heartbreak Anniversary,Giveon,80,2020-03-27,0.449,0.465,0.0,-8.964,1.0,0.0791,0.524,1.02e-06,0.303,0.543,89.087,198371,3,80,pop,2887209,sad
PUNTO 40,Rauw Alejandro,80,2022-09-22,0.873,0.826,0.0,-0.722,1.0,0.0876,0.00127,0.0361,0.311,0.201,106.972,190654,4,91,puerto rican pop,16261027,energetic
Paranoid,Black Sabbath,80,1970-09-18,0.429,0.631,4.0,-11.514,0.0,0.0769,7.85e-05,0.00411,0.175,0.376,162.734,168440,4,74,album rock,6858175,sad
Robbery,Juice WRLD,80,2019-03-08,0.623,0.692,2.0,-5.122,1.0,0.0504,0.328,0.0,0.153,0.566,79.899,240051,4,90,chicago rap,28492575,sad
See You Again (feat. Charlie Puth),Wiz Khalifa,80,2015,0.689,0.481,10.0,-7.503,1.0,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229526,4,83,dance pop,10974765,sad
Space Song,Beach House,80,2015-08-28,0.508,0.792,0.0,-7.311,0.0,0.0297,0.229,0.124,0.145,0.601,147.067,320467,4,74,baltimore indie,1814231,energetic
BIBI Vengeance,BIBI,80,2022-11-17,0.442,0.748,11.0,-4.718,0.0,0.0895,0.0272,0.000128,0.0642,0.408,99.981,165135,4,71,k-pop,872404,energetic
lo que hay x aquí,Rels B,80,2023-03-09,0.807,0.49,8.0,-7.112,0.0,0.213,0.522,0.0,0.502,0.739,80.522,152050,4,83,r&b en espanol,4932353,calm
La Llevo Al Cielo (Ft. Ñengo Flow),Chris Jedi,80,2022-05-20,0.795,0.845,9.0,-3.809,0.0,0.135,0.105,1.14e-05,0.172,0.769,170.023,254920,4,70,latin hip hop,2401132,energetic
Don't You Worry Child - Radio Edit,Swedish House Mafia,80,2012-09-14,0.612,0.84,11.0,-3.145,0.0,0.0509,0.112,0.0,0.116,0.438,129.042,212862,4,77,dance pop,3678868,energetic
Watch The World Burn,Falling In Reverse,80,2023-01-31,0.395,0.784,10.0,-5.903,0.0,0.132,0.0135,0.0,0.213,0.353,161.946,203948,4,75,modern rock,2509062,energetic
Stuck with U (with Justin Bieber),Ariana Grande,80,2020-05-08,0.597,0.45,8.0,-6.658,1.0,0.0418,0.223,0.0,0.382,0.537,178.765,228482,3,91,dance pop,89209352,sad
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,80,1972-05-19,0.601,0.532,10.0,-9.119,1.0,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,281613,4,84,glam rock,11304400,sad
Golden,Harry Styles,80,2019-12-13,0.448,0.838,4.0,-5.257,0.0,0.0557,0.21,0.000131,0.131,0.254,139.863,208907,4,90,pop,26880130,energetic
I Gotta Feeling,Black Eyed Peas,80,2009-01-01,0.743,0.766,0.0,-6.375,1.0,0.0265,0.0873,0.0,0.509,0.61,127.96,289133,4,82,dance pop,7349637,energetic
Love In The Dark,Adele,80,2015-11-20,0.331,0.341,9.0,-6.057,0.0,0.0309,0.528,0.0,0.109,0.152,109.821,285935,4,87,british soul,47385084,sad
Pa' Que Retozen,Tego Calderón,80,2003-07-01,0.815,0.856,1.0,-3.825,0.0,0.122,0.4,8.34e-05,0.244,0.872,91.995,151667,4,72,latin hip hop,4029672,energetic
NO,Meghan Trainor,80,2017-05-12,0.557,0.803,1.0,-3.599,0.0,0.213,0.0124,1.61e-06,0.737,0.657,92.134,213507,4,82,dance pop,13146302,energetic
Call Me Maybe,Carly Rae Jepsen,80,2012-01-01,0.783,0.58,7.0,-6.548,1.0,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400,4,74,canadian pop,5195506,happy
Basket Case,Green Day,80,1994-02-01,0.442,0.943,3.0,-3.205,1.0,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,181533,4,80,permanent wave,13910935,happy
BILLIE EILISH.,Armani White,80,2022-05-19,0.9,0.509,1.0,-6.647,1.0,0.257,0.115,1.67e-06,0.0937,0.765,100.007,99283,4,68,indie hip hop,442411,calm
"Paint It, Black",The Rolling Stones,80,1966-04-15,0.464,0.795,1.0,-9.267,1.0,0.0926,0.0493,0.00244,0.399,0.612,158.691,202267,4,79,british invasion,12775728,energetic
Si Fuera Fácil,Grupo Marca Registrada,80,2022-05-27,0.794,0.677,10.0,-9.969,1.0,0.0713,0.446,0.0313,0.076,0.611,101.467,170496,3,82,corrido,2432975,calm
Gasolina,Daddy Yankee,80,2004-07-13,0.852,0.797,0.0,-6.543,1.0,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,192600,4,88,latin hip hop,32151557,energetic
Paper Rings,Taylor Swift,80,2019-08-23,0.811,0.719,9.0,-6.553,1.0,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,222400,4,100,pop,71194980,calm
Sunshine,OneRepublic,80,2021-11-10,0.697,0.875,5.0,-4.621,1.0,0.034,0.137,0.0,0.28,0.774,140.069,163855,4,85,piano rock,15330100,happy
Cinnamon Girl,Lana Del Rey,80,2019-08-30,0.294,0.337,6.0,-10.614,0.0,0.036,0.814,0.414,0.14,0.135,91.781,300683,5,92,art pop,22394347,calm
Whatever It Takes,Imagine Dragons,80,2017-06-23,0.672,0.655,10.0,-5.021,0.0,0.0311,0.0362,0.0,0.117,0.556,134.945,201240,4,89,modern rock,46793110,sad
METAMORPHOSIS - Sped Up,INTERWORLD,79,2022-06-24,0.679,0.69,11.0,-10.582,0.0,0.0732,0.472,0.904,0.181,0.136,112.478,110936,4,76,phonk brasileiro,200102,calm
Brown Eyed Girl,Van Morrison,79,1967-09,0.491,0.583,7.0,-10.964,1.0,0.0376,0.185,0.0,0.406,0.908,150.566,183307,4,73,classic rock,2788842,happy
BEST INTEREST,"Tyler, The Creator",79,2020-01-25,0.596,0.575,11.0,-8.325,0.0,0.0514,0.0861,0.000153,0.334,0.34,98.265,127921,3,88,hip hop,10893483,sad
Chale,Eden Muñoz,79,2022-02-18,0.551,0.436,8.0,-8.029,1.0,0.0428,0.395,0.0,0.0719,0.862,188.651,170745,3,75,nueva musica mexicana,360235,happy
Always Forever,Cults,79,2013-10-15,0.174,0.742,8.0,-5.93,1.0,0.0485,0.00181,0.281,0.198,0.36,163.378,223747,4,74,experimental pop,632794,calm
July,Noah Cyrus,79,2020-05-15,0.708,0.186,9.0,-8.953,0.0,0.042,0.868,0.0,0.0779,0.322,72.541,156106,4,73,pop,1120450,sad
Say It Right,Nelly Furtado,79,2006-01-01,0.872,0.872,1.0,-6.328,1.0,0.139,0.0476,0.00112,0.0543,0.809,116.948,223080,4,77,canadian latin,3391632,energetic
Feel So Close - Radio Edit,Calvin Harris,79,2012-10-29,0.707,0.924,7.0,-2.842,1.0,0.031,0.000972,0.00703,0.204,0.919,127.937,206413,4,87,dance pop,23290302,happy
Don't Let Me Down,The Chainsmokers,79,2016-02-05,0.532,0.869,11.0,-5.094,1.0,0.172,0.157,0.00508,0.136,0.422,159.803,208373,4,81,dance pop,20031847,energetic
Duality,Slipknot,79,2004,0.354,0.982,4.0,-3.026,0.0,0.168,0.000237,0.000294,0.204,0.194,143.772,252613,4,80,alternative metal,9414836,energetic
A Thousand Years,Christina Perri,79,2011-10-18,0.421,0.407,10.0,-7.445,1.0,0.0267,0.309,0.000961,0.11,0.161,139.028,285120,3,72,dance pop,3550750,sad
Snap Out Of It,Arctic Monkeys,79,2013-09-09,0.728,0.638,5.0,-6.455,0.0,0.0336,0.249,0.0,0.116,0.872,130.014,193030,4,88,garage rock,19236004,calm
2 Be Loved (Am I Ready),Lizzo,79,2022-07-15,0.721,0.769,7.0,-4.111,1.0,0.105,0.0922,0.0,0.0817,0.915,155.932,187108,4,80,dance pop,5506455,energetic
IL BENE NEL MALE,Madame,79,2023-02-09,0.829,0.703,6.0,-8.672,1.0,0.0567,0.226,0.0336,0.095,0.615,119.01,213144,4,70,italian hip hop,614511,calm
Dawns (feat. Maggie Rogers),Zach Bryan,79,2023-01-27,0.447,0.441,0.0,-7.658,1.0,0.0456,0.874,4.36e-05,0.188,0.286,122.811,290892,4,84,oklahoma country,1281804,sad
Get You (feat. Kali Uchis),Daniel Caesar,79,2017-08-25,0.658,0.294,4.0,-8.533,0.0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038,278180,4,79,canadian contemporary r&b,3908397,sad
Monëy so big,Yeat,79,2021-09-10,0.693,0.575,2.0,-7.633,1.0,0.0906,0.121,0.0,0.104,0.353,138.016,160052,4,85,pluggnb,2145775,sad
LA NOCHE DE ANOCHE,Bad Bunny,79,2020-11-27,0.856,0.618,7.0,-4.892,1.0,0.286,0.0303,0.0,0.0866,0.391,81.993,203201,4,98,reggaeton,67091189,calm
Due Vite,Marco Mengoni,79,2023-02-08,0.635,0.541,2.0,-6.157,1.0,0.0314,0.4,0.0,0.0879,0.133,116.938,225653,4,70,italian adult pop,1663394,sad
SET ME FREE,TWICE,79,2023-03-10,0.756,0.831,5.0,-2.536,0.0,0.141,0.0966,0.0,0.0499,0.703,113.025,181680,4,84,k-pop,17135379,energetic
ocean eyes,Billie Eilish,79,2017-12-22,0.511,0.363,4.0,-7.65,0.0,0.041,0.816,0.0317,0.084,0.169,144.892,200379,4,89,art pop,78663825,sad
Alright,Kendrick Lamar,79,2015-03-16,0.796,0.766,7.0,-5.974,1.0,0.238,0.0742,0.0,0.0827,0.558,110.034,219333,4,90,conscious hip hop,23452388,energetic
LEFT RIGHT,XG,79,2023-01-25,0.767,0.721,1.0,-5.586,1.0,0.0456,0.153,1.52e-06,0.108,0.884,150.065,208066,4,71,,477708,calm
Move Your Body,Öwnboss,79,2021-10-29,0.848,0.821,2.0,-5.408,0.0,0.0527,0.0169,0.000403,0.0962,0.249,125.051,157445,4,68,brazilian edm,65154,energetic
Lights Are On,Tom Rosenthal,79,2018-10-26,0.44,0.04,3.0,-16.887,1.0,0.0322,0.981,0.465,0.111,0.249,135.965,193749,4,69,british singer-songwriter,494277,calm
Train Wreck,James Arthur,79,2016-10-28,0.311,0.485,6.0,-5.726,0.0,0.0365,0.701,0.0,0.0726,0.225,77.355,208827,4,82,pop,11453248,sad
In the Name of Love,Martin Garrix,79,2016-07-29,0.501,0.519,4.0,-5.88,0.0,0.0409,0.109,0.0,0.454,0.168,133.99,195707,4,78,dance pop,15766500,sad
Heading South,Zach Bryan,79,2019-09-30,0.68,0.246,4.0,-14.112,1.0,0.058,0.783,0.0,0.106,0.388,110.23,171693,4,84,oklahoma country,1281804,sad
Break Stuff,Limp Bizkit,79,1999,0.432,0.884,8.0,-6.659,1.0,0.13,0.0127,0.000527,0.166,0.624,108.948,166707,4,76,alternative metal,5069958,energetic
Afraid To Feel,LF SYSTEM,79,2022-05-02,0.578,0.912,1.0,-3.929,1.0,0.114,0.0166,0.00362,0.273,0.68,127.87,177525,4,65,disco house,48985,energetic
Your Song,Elton John,79,1970-04-10,0.554,0.315,3.0,-11.028,1.0,0.0298,0.828,5.53e-06,0.101,0.325,128.157,241787,4,84,glam rock,11304400,sad
"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",Ty Dolla $ign,79,2014-06-10,0.805,0.33,1.0,-8.712,0.0,0.1,0.22,0.0,0.105,0.211,121.97,242983,4,82,dance pop,4567595,energetic
21 Reasons (feat. Ella Henderson),Nathan Dawe,79,2022-04-29,0.621,0.785,6.0,-4.499,1.0,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,155253,4,68,dance pop,83582,energetic
Forgot About Dre,Dr. Dre,79,1999-11-16,0.924,0.74,8.0,-1.299,1.0,0.0774,0.0827,0.0,0.163,0.621,133.974,222293,4,81,g funk,9328606,calm
Evergreen,Richy Mitch & The Coal Miners,79,2017-05-17,0.555,0.216,3.0,-11.661,1.0,0.0721,0.557,0.00416,0.109,0.504,79.109,87000,3,67,indie folk,47420,sad
Line Without a Hook,Ricky Montgomery,79,2016-04-08,0.432,0.652,8.0,-4.969,1.0,0.0285,0.262,0.0,0.258,0.507,190.028,249587,3,70,indie pop,1461349,sad
Vamos Aclarando Muchas Cosas - En Vivo,Codiciado,79,2022-09-02,0.718,0.55,10.0,-5.743,1.0,0.0381,0.761,0.0,0.105,0.824,107.292,190720,3,72,corrido,119961,calm
New Rules,Dua Lipa,79,2017-06-02,0.762,0.7,9.0,-6.021,0.0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4,88,dance pop,39252855,calm
FOGO E GASOLINA,MC Cabelinho,79,2022-12-20,0.531,0.629,10.0,-6.378,0.0,0.108,0.184,0.0,0.134,0.508,141.562,181768,4,80,funk carioca,2907090,calm
Getaway Car,Taylor Swift,79,2017-11-10,0.562,0.689,2.0,-6.745,1.0,0.127,0.00465,2.23e-06,0.0888,0.351,172.054,233627,4,100,pop,71194980,calm
All I Want,Kodaline,79,2013-06-17,0.188,0.411,0.0,-9.733,1.0,0.0484,0.174,0.153,0.0843,0.159,187.376,305747,3,70,irish pop,2843118,sad
"Manike (From ""Thank God"")",Yohani,79,2022-09-16,0.551,0.578,1.0,-7.005,0.0,0.0732,0.522,0.0,0.073,0.509,106.772,197474,4,67,sinhala indie,155119,sad
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,79,2021-06-11,0.713,0.676,10.0,-5.483,1.0,0.027,0.0377,0.0,0.154,0.721,99.048,227395,4,87,pop,40101393,happy
MAMA.CITA (hasta la vista),Luísa Sonza,79,2022-12-21,0.778,0.706,6.0,-3.864,1.0,0.133,0.0607,0.0,0.0969,0.71,129.027,154419,4,74,funk carioca,4409481,calm
What's Up?,4 Non Blondes,79,1992-01-01,0.565,0.564,2.0,-10.044,1.0,0.0292,0.161,0.0,0.114,0.454,134.355,295533,4,64,new wave pop,428034,sad
Seek & Destroy,SZA,79,2022-12-09,0.651,0.647,1.0,-5.415,1.0,0.0654,0.437,0.175,0.205,0.345,152.069,203733,4,93,pop,11705818,sad
Outside (feat. Ellie Goulding),Calvin Harris,79,2014-10-31,0.646,0.823,2.0,-4.123,0.0,0.0394,0.213,0.0,0.322,0.418,128.035,227267,4,87,dance pop,23290302,energetic
Ivy,Frank Ocean,79,2016-08-20,0.575,0.386,9.0,-9.584,0.0,0.037,0.785,0.000289,0.229,0.466,116.408,249191,4,85,hip hop,10853693,sad
Young Dumb & Broke,Khalid,79,2017-04-27,0.799,0.539,1.0,-6.351,1.0,0.0421,0.199,1.66e-05,0.165,0.394,136.948,202547,4,87,pop,15887353,sad
Oh My God,Adele,79,2021-11-19,0.534,0.725,1.0,-3.906,1.0,0.046,0.091,0.0,0.0264,0.55,88.098,225149,4,87,british soul,47385084,calm
Reckless,Madison Beer,79,2021-06-04,0.386,0.426,3.0,-6.642,1.0,0.0363,0.807,0.0,0.14,0.261,180.104,203385,3,73,alt z,5671992,sad
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,79,2021-01-15,0.824,0.862,2.0,-3.424,1.0,0.126,0.0076,0.000132,0.303,0.801,122.98,169153,4,68,dance pop,109666,energetic
The Way I Loved You (Taylor’s Version),Taylor Swift,79,2021-04-09,0.402,0.732,5.0,-4.665,1.0,0.0484,0.0033,0.0,0.108,0.472,161.032,243137,4,100,pop,71194980,sad
The Middle,Zedd,79,2018-01-23,0.753,0.657,7.0,-3.061,1.0,0.0449,0.171,0.0,0.112,0.437,107.01,184732,4,76,complextro,5914743,sad
Ojos Marrones,Lasso,79,2022-06-03,0.809,0.649,8.0,-4.433,0.0,0.0416,0.0407,0.0,0.145,0.72,120.014,198520,4,71,latin pop,581844,calm
Delicate,Taylor Swift,79,2017-11-10,0.75,0.404,9.0,-10.178,0.0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,232253,4,100,pop,71194980,sad
The Grinch,Trippie Redd,79,2019-11-22,0.676,0.503,8.0,-6.115,1.0,0.0971,0.137,6.36e-05,0.0981,0.196,162.85,91288,4,83,melodic rap,8559916,energetic
Electric Love,BØRNS,79,2015-10-16,0.611,0.797,6.0,-7.627,0.0,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107,4,68,modern rock,1130407,energetic
Live Another Day,Kordhell,79,2021-08-27,0.822,0.981,9.0,-1.321,1.0,0.109,0.000593,0.748,0.0938,0.404,115.005,133565,4,80,drift phonk,628977,calm
Stand by Me,Ben E. King,79,1962-08-20,0.65,0.306,9.0,-9.443,1.0,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,180056,4,66,adult standards,514655,sad
Static,Steve Lacy,79,2022-07-15,0.335,0.305,1.0,-12.661,1.0,0.0741,0.434,0.631,0.101,0.215,79.001,156507,5,83,afrofuturism,3121869,calm
LA HORA Y EL DÍA,Daddy Yankee,79,2023-02-16,0.806,0.83,7.0,-3.767,0.0,0.0981,0.117,0.0,0.101,0.663,81.01,217255,4,88,latin hip hop,32151557,energetic
Baller,Ikky,79,2022-09-09,0.711,0.702,5.0,-10.048,1.0,0.233,0.00487,0.0163,0.0932,0.674,180.219,148188,4,72,punjabi pop,27554,calm
No Scrubs,TLC,79,1999-02-23,0.743,0.675,8.0,-4.267,0.0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,214400,4,69,atl hip hop,3502729,energetic
Hurt,NewJeans,79,2022-08-01,0.599,0.446,10.0,-6.511,0.0,0.0833,0.731,0.0,0.105,0.567,179.877,177947,4,84,k-pop,2902877,sad
Hall of Fame (feat. will.i.am),The Script,79,2012-09-10,0.421,0.873,10.0,-4.343,1.0,0.0564,0.0654,0.0,0.123,0.629,84.786,202533,4,74,celtic rock,7803335,energetic
"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,79,2020-02-14,0.792,0.511,2.0,-6.876,1.0,0.0409,0.124,9.04e-05,0.14,0.111,113.983,168490,4,87,dark trap,5347787,sad
The Man,Taylor Swift,79,2019-08-23,0.777,0.658,0.0,-5.191,1.0,0.054,0.0767,0.0,0.0901,0.633,110.048,190360,4,100,pop,71194980,calm
En La De Ella,Jhayco,79,2022-10-21,0.816,0.77,1.0,-5.477,1.0,0.0538,0.0798,0.0,0.118,0.671,96.99,230653,4,82,reggaeton,981066,energetic
DAME,Quevedo,79,2023-01-20,0.742,0.508,4.0,-5.705,1.0,0.0539,0.368,2.72e-05,0.115,0.31,98.017,231429,4,89,rap canario,1556300,sad
Wolves,Selena Gomez,79,2017-10-25,0.724,0.804,11.0,-4.614,0.0,0.0448,0.124,0.0,0.204,0.306,124.987,197993,4,87,dance pop,41326077,energetic
Andrea,Bad Bunny,79,2022-05-06,0.797,0.616,1.0,-10.229,0.0,0.375,0.762,0.000293,0.0979,0.451,103.071,339612,4,98,reggaeton,67091189,calm
Happier Than Ever - Edit,Billie Eilish,79,2021-07-28,0.334,0.599,0.0,-5.742,1.0,0.0365,0.0468,0.000392,0.205,0.127,161.74,151444,3,89,art pop,78663825,sad
Nothing Else Matters,Metallica,79,1991-08-12,0.553,0.362,4.0,-11.218,0.0,0.0263,0.0458,6.01e-06,0.075,0.158,142.352,388267,3,84,hard rock,24282818,sad
